1;The Rising Sun - Pink;57; Vous êtes dans un désert et vous tombez sur un cube, quelle est sa taille ?; très grand; aussi grand que moi; très petit;
207;Help;13; Laquelle de ces trois œuvres vous angoisse le plus ?; Le cri; Guérnica; Le jeune Bacchus malade;
208;Help;13; Que ressentez-vous en observant un trou noir ?; anxiété; curiosité; sentiment d'être insignifiant;
209;Help;13; Vous êtes dans un avion et il y a de fortes turbulences, que faites-vous ?; je panique; Je reste détendu comme si rien ne s'était passé;J'essaie de m'en assurer en regardant l'équipage;
210;Help;13; Vous aimez avoir des journées chargées ?; oui; non; quelquefois;
211;Help;13; La sonnerie du téléphone vous angoisse ?; oui; non; quelquefois; très souvent
212;Help;13; Un proche vous dit que vous devez le rencontrer tout de suite pour parler, qu'en pensez-vous ?; une mauvaise chose; une bonne nouvelle; je n'ai pas d'idées particulières;
213;Help;13; La nuit:; je dors; je travaille; je pense; je joue
214;Great Wall;12; Quelle est votre force parmi celles-ci ?; la discipline; fiabilité; la créativité; engagement
215;Great Wall;12; Quelle est votre plus grande peur parmi celles-ci ?; ne pas réussir en affaires; ne crois pas en moi; être seul;
216;Great Wall;12; Qu'est-ce qui vous met le plus en colère à propos de ces choses ?; enfants qui crient; les gens impolis; parents attentionnés; mensonges
217;Great Wall;12; Qu'est-ce qui vous fait le plus rire parmi ces choses ?; un comédien à la télé; une blague d'un ami; quand je vois une personne se faire taquiner; quand je lis un livre sarcastique
218;Great Wall;12;Si vous pouviez choisir de faire l'une de ces choses pendant une journée, que feriez-vous ?; je partirais en voyage; je ferais du sport; je jouerais; Je voudrais travailler
219;Great Wall;12; Preferez-vous?; cheval de course; aller à la piste avec une voiture; faire une promenade;
220;Great Wall;12; Laquelle de ces activités à domicile choisiriez-vous ?; Nettoie la salle de bain; couper l'herbe; lave la vaisselle; vide
221;Great Wall;12; Lequel de ces aliments préférez-vous ?; Viande; des légumes; Le Lait; Pâtes
222;Great Wall;12; Si vous deviez choisir un surnom, lequel choisiriez-vous ?; Bébé; Chef; Coup de tonnerre;
223;Great Wall;12; Vous aimez les surprises ?; non; oui; ça dépend du type de surprise;
224;Great Wall;12; Lequel de ces points est votre faiblesse ?; patience; engagement; détermination;
225;Great Wall;12; Laquelle de ces choses préféreriez-vous faire le soir ?; regarder un film; être en compagnie d'amis; rester à la maison en famille; lire un livre
226;Great Wall;12; Combien de temps aimeriez-vous vivre sur une île déserte ?; durée de vie;juste un jour; quelques mois; même pas un jour
227;Great Wall;12; Si vous aviez une quantité infinie d'argent, laquelle de ces choses feriez-vous ?; je ne les utiliserais pas; Je les donnerais tous à la charité; Je m'achèterais toutes les choses luxueuses que je veux;
228;Great Wall;12; Lequel de ces moyens de transport choisiriez-vous ?; bus; avion; auto; former
229;Great Wall;12; Lequel de ces animaux de zoo préférez-vous ?; lion; singe; girafe; ours
230;Great Wall;12; Laquelle de ces matières scolaires préférez-vous ?; mathématiques; l'histoire; art;
231;Great Wall;12; Laquelle de ces phrases choisiriez-vous ?; Arrêter la guerre; Stop à la pauvreté; Arrêtez le travail;
232;Great Wall;12; Combien de langues parlez-vous?;1;2;3/4; plus de 4
233;Great Wall;12; Qui parmi ces personnes connaît votre meilleur rôle ?; mes parents; un ami; personne; mon partenaire
234;Great Wall;12; Lequel de ces objets garderiez-vous toujours avec vous ?; la bague de mariage; une photo de moi; un livre; une photo de ma famille
235;Great Wall;12;Lequel de ces âges est le meilleur ?;20;30;40;50
236;Great Wall;12; Laquelle de ces propositions est la meilleure façon de commencer la journée ?; joue avec mon chien; boire un café; faire du sport; prendre un petit déjeuner copieux
237;Rainbow - Dark;38; Quelle couleur associez-vous au mot générosité ?; blanche; vert; jaune;
238;Rainbow - Dark;38; Quelle couleur associez-vous au mot beauté ?; violet; bleu; gris; jaune
239;Rainbow - Dark;38; Quelle couleur associez-vous au mot tristesse ?; le noir; brun; bleu;
240;Rainbow - Dark;38; Quelle couleur associez-vous au mot occasion ?; rouge; fuchsia; vert;
241;Rainbow - Dark;38; Quelle couleur associez-vous au mot décision ?; le noir; blanche; gris; rouge
242;Rainbow - Dark;38; Quelle couleur associez-vous au mot sincérité ?; vert; jaune; bleu; blanche
243;Rainbow - Dark;38; Quelle couleur associez-vous au mot cruauté ?; le noir; rouge; bleu; violet
244;Rainbow - Dark;38; Quelle couleur associez-vous au mot ambition ?; jaune; vert; gris;
245;Rainbow - Dark;38; Quelle couleur associez-vous au mot paix ?; bleu clair; bleu; brun;
246;Rainbow - Dark;38; Quelle couleur associez-vous au mot bonheur ?; bleu; bleu clair; vert; jaune
247;Rainbow - Dark;38; Si vous portiez une cape, de quelle couleur la voudriez-vous ?; rouge; le noir; vert;
248;Rainbow - Dark;38; Quels types de couleur préférez-vous?; chaud; froid;J'aime toutes les couleurs;
249;Rainbow - Dark;38; Si vous pouviez choisir la couleur de vos yeux, quelle serait votre préférée ?; vert; bleu clair; ma couleur est la plus belle; le noir
250;ColoriRainbow - Bright;39; Vous devez repeindre votre maison, quelles couleurs choisissez-vous ?; blanche; couleurs sombres; couleurs vives; couleurs claires
251;ColoriRainbow - Bright;39; Où votre couleur préférée ressort-elle le plus ?; dans une robe; dans une maison; dans une voiture;
252;ColoriRainbow - Bright;39; Quelles sensations la couleur noire suscite-t-elle en vous ?; immobilité; craindre; sérénité;
253;ColoriRainbow - Bright;39; Quelles sensations la couleur rouge suscite-t-elle en vous ?; Puissance; tension; agression;
254;ColoriRainbow - Bright;39; Quelles sensations la couleur jaune suscite-t-elle en vous ?; légèreté; ambition; Bonheur;
255;ColoriRainbow - Bright;39; Quelles sensations la couleur verte suscite-t-elle en vous ?; équilibre; positivité; négativité;
256;ColoriRainbow - Bright;39; Quelles sensations la couleur orange suscite-t-elle en vous ?; protagonisme; rejet; sérénité;
257;ColoriRainbow - Bright;39; Quelles sensations la couleur violette suscite-t-elle en vous ?; bouleversé; anxiété; équilibre;
258;ColoriRainbow - Bright;39;Quelles sensations la couleur marron suscite-t-elle en vous ?; joie; non-conformisme; négativité;
259;ColoriRainbow - Bright;39; Quelles sensations la couleur blanche suscite-t-elle en vous ?; pureté; craindre; calme;
260;ColoriRainbow - Bright;39; Laquelle de ces trois couleurs choisiriez-vous ?; gris noir bleu; rouge jaune orange; violet rose blanc;
261;ColoriRainbow - Bright;39; Laquelle de ces paires de couleurs choisiriez-vous ?; bleu vert; marron jaune; jaune violet;
262;Fantasy - Gold;10; Passez-vous beaucoup de temps à réfléchir à ce que les autres pensent de vous ?; oui; non; j'y pense rarement;
263;Fantasy - Gold;10; Respectez-vous les personnes peu sûres d'elles ?; oui; non; très peu;
264;Fantasy - Gold;10; Est-ce que vous valorisez quelqu'un plus que vous-même ?; oui; non; quelquefois;
265;Fantasy - Gold;10; Êtes-vous capable d'insister pour obtenir quelque chose que vous voulez ?; oui; non; rarement;
266;Fantasy - Gold;10; Vous arrive-t-il parfois d'être rattrapé par des pics d'enthousiasme ?; oui; non; rarement; très souvent
267;Fantasy - Gold;10; Êtes-vous parfois rattrapé par des pics de tristesse?; oui; non; rarement; très souvent
268;Fantasy - Gold;10; Vous aimez collectionner des objets ?; oui; non; quelquefois;
269;Fantasy - Gold;10; Pensez-vous que vous avez une imagination débridée?; oui; non; j'ai peu d'imagination;
270;Fantasy - Gold;10; Pensez-vous que vous avez beaucoup de goût?; oui; non; très peu;
271;Fantasy - Gold;10;Êtes-vous intéressé par les sources d'information que vous lisez ?; oui; non; très peu; vraiment vraiment beaucoup
272;Fantasy - Gold;10; Considérez-vous que le respect de vous-même est plus important que le respect des autres ?; oui; non; quelquefois; presque toujours
273;Fantasy - Gold;10; Pensez-vous que les personnes qui recherchent la perfection sont sages ?; oui; non; pas beaucoup;
274;Fantasy - Gold;10; Vous aimez manipuler les autres ?; oui; non; quelquefois;
275;Fantasy - Gold;10; Aimez-vous penser à des choses et des idées absurdes même sans but précis ?; oui; non; rarement; très souvent
276;Fantasy - Purple;11; Pouvez-vous trouver la solution à vos problèmes par vous-même ?; oui; non; rarement; presque toujours
277;Fantasy - Purple;11; Analysez-vous vos échecs ?; oui; non; souvent; rarement
278;Fantasy - Purple;11; Avez-vous tendance à oublier le nom des personnes ?; oui; non; quelquefois; très souvent
279;Fantasy - Purple;11; Vous aimeriez faire partie d'une grande équipe?; oui; non; quelquefois;
280;Fantasy - Purple;11; Vous sentez-vous comme une personne fiable ?; oui; non; rarement; presque toujours
281;Fantasy - Purple;11; Êtes-vous attiré par le mystère de la vie ?; oui; non; suffisant;
282;Fantasy - Purple;11; Êtes-vous en empathie avec les personnages en lisant un livre ?; Oui; non; quelquefois; presque toujours
283;Fantasy - Purple;11; Préférez-vous lire un livre ou regarder un film ?; livre; film; ni;
284;Fantasy - Purple;11; Laquelle de ces disciplines préférez-vous ?; l'histoire; la science; la physique; philosophie
285;Fantasy - Purple;11; Si vous deviez choisir un prénom pour votre enfant, lequel choisiriez-vous ?; le nom d'une personne célèbre;le nom d'un être cher; le nom d'un personnage de dessin animé;
286;Fantasy - Purple;11; Avez-vous tendance à créer des situations imaginaires qui n'existent pas ?; non; quelquefois; souvent;
287;Fantasy - Purple;11; Vous avez besoin d'inspiration, que faites-vous ?; j'essaie de rester seul; je vais à la montagne; Je suis assis en regardant la mer;
288;Fantasy - Purple;11; Préférez-vous les magazines par :; meubles; jardinage; la science; potins
289;Fantasy - Purple;11; Croyez-vous en l'importance de l'art ?; oui; non; suffisant;
290;Body - Pink;3; Vous préférez marcher que prendre la voiture ?; oui; non; j'adore prendre le train;
291;Body - Pink;3; Vous prescrivez vous-même des médicaments ?; oui; non; Je voudrais;
292;Body - Pink;3; Vous sentez-vous plein d'énergie le matin?; oui; non; rarement; presque toujours
293;Body - Pink;3; Pratiquez-vous régulièrement un sport ?; oui; non; Je voudrais;
294;Body - Pink;3; Pratiquez-vous une activité compétitive ?; oui; non; Je voudrais;
295;Body - Pink;3; Êtes-vous fier de votre physique ?; oui; non; rarement; presque toujours
296;Body - Pink;3; Vous sentez-vous en surpoids ?; oui; non; rarement; presque toujours
297;Body - Pink;3; Vous vous sentez trop maigre ?; oui; non; rarement; presque toujours
298;Body - Pink;3; Êtes-vous sujet à de fortes variations de poids ?; oui; non; quelquefois;
299;Body - Pink;3; Vous avez hâte d'aller vous coucher le soir ?; oui; non; rarement; très souvent
300;Body - Pink;3; Regardez-vous la télévision jusqu'à ce que vous dîniez avec votre famille ?; oui; non; rarement; presque toujours
301;Body - Pink;3;Vous aimez rester éveillé la nuit ?; oui; non; suffisant; pas beaucoup
302;Body - Pink;3; Passez-vous de nombreuses heures sur votre téléphone portable ?; oui; non; rarement; presque toujours
303;Body - Pink;3; Mangez-vous souvent au travail?; oui; non; rarement; presque toujours
304;Body - Red;4; Pouvez-vous suivre un régime alimentaire sain?; oui; non; rarement; presque toujours
305;Body - Red;4; Êtes-vous souvent inquiet pour votre santé ?; oui; non; rarement; très souvent
306;Body - Red;4; Attrapez-vous souvent froid ?; oui; non; rarement;
307;Body - Red;4; Avez-vous des difficultés à vous concentrer ?; oui; non; suffisant;
308;Body - Red;4; Avez-vous beaucoup de mémoire?; oui; non; suffisant;
309;Body - Red;4; Les bruits vous dérangent ?; oui; non; suffisant;
310;Body - Red;4; Vous réveillez-vous souvent pendant votre sommeil ?; oui; non; rarement;
311;Body - Red;4; Avez-vous souvent eu des changements de poids dans votre vie...; ça m'est arrivé plusieurs fois; non, j'ai toujours eu plus ou moins le même poids; ça m'est arrivé une fois ou quelques rares fois;
312;Body - Red;4; Comment est ta posture ?; droit et parfait; toujours un peu penché en avant; je n'ai jamais remarqué;
313;Body - Red;4; Vous souhaitez qu'un chef s'occupe de votre cuisine ?; vraiment vraiment beaucoup; non; je ne sais pas; suffisant
314;Body - Red;4; Aliments amers :; Je les aime; je les déteste; je les goûte de temps en temps;
315;Body - Red;4; Aliments gras et sucrés :; Je les aime; je les déteste; je les goûte de temps en temps;
316;Body - Red;4; Mâchez-vous souvent de la gomme?; oui; non; rarement; très souvent
317;Body - Red;4; Vous mangez vos ongles ?; oui; non; rarement; très souvent
318;Family - Pink;8;Quand vous pensez à un souvenir d'enfance, est-ce lié à maman ou papa ?; maman; le pape; à ni l'un ni l'autre; à tous les deux
319;Family - Pink;8; Vos premiers souvenirs d'enfance remontent à l'époque où vous étiez parmi...; 2 et 4 ans; 5 et 7 ans; 8 et 10 ans; Je n'ai aucun souvenir de mon enfance
320;Family - Pink;8; Le cri d'un bébé...; je suis touché; ça me rend nerveux; ça me laisse indifférent;
321;Family - Pink;8; Votre famille vous considère-t-elle comme le membre le plus influent ?; oui; non; quelquefois; presque toujours
322;Family - Pink;8; Quand mon père me racontait des histoires, je pensais :; il est un mythe; il me raconte toujours des histoires banales; il ne m'a jamais rien dit;
323;Family - Pink;8; J'aimerais avoir un frère ou une sœur pour :; lui parler de mes problèmes; l'aider dans la vie; partager des secrets;
324;Family - Pink;8; Ta mère se bat dans la rue avec un inconnu, que fais-tu ?; je me fâche aussi; J'essaie de calmer ma mère; j'essaie de la distraire;
325;Family - Pink;8; Votre enfant est extrêmement timide, que faites-vous pour l'aider ?;Je l'emmène chez un psychologue; J'essaie de le faire correspondre à beaucoup de gens; Je le laisserai vaincre sa timidité tout seul;
326;Family - Pink;8; Quand vous voyez un couple heureux, comment vous sentez-vous ?; content pour eux; jaloux; indifférent;
327;Family - Pink;8; Pensez-vous que votre famille vous a déjà fait du mal dans la vie ?; oui; non; quelquefois; presque toujours
328;Family - Pink;8; Les parents sont-ils les personnes les plus importantes ?; oui; non; ils devraient être;
329;Family - Pink;8; Les enfants créent-ils des problèmes dans le couple ?; oui; non; quelquefois; très souvent
330;Family - Pink;8; Quand tu deviens adulte, dois-tu quitter la maison ?; oui; non; ce serait la meilleure solution;
331;Family - Pink;8; Pensez-vous que ceux qui ont obtenu de grands succès dans la vie n'ont pas eu trop de complications familiales ?; oui; non; très probable;
332;Family - Pink;8; Si vous avez une bonne nouvelle, à qui l'annoncez-vous en premier ?; à un parent; à un ami; à personne;
333;Family - Pink;8; Vous avez une offre d'emploi exceptionnelle mais vous devez quitter vos proches pendant cinq ans, acceptez-vous ?; oui; non; peut-être; je dois beaucoup y penser
334;Family - Pink;8; Avez-vous déjà utilisé la serviette ou le peignoir d'un membre de la famille ?; oui; non; très souvent; rarement
335;Family - Pink;8; Avez-vous eu une mère aimante dans votre enfance ?; oui; non; suffisant; vraiment vraiment beaucoup
336;Family - Pink;8;Votre mère vous a-t-elle encouragé à aller à la maternelle ?; oui; non; quelquefois;
337;Family - Pink;8; Vous êtes-vous habillé en enfant ?; oui; non; rarement; presque toujours
338;Family - Red;9; Que pensait ta mère du travail des femmes ?; une chose utile pour toutes les femmes; une femme n'a qu'à s'occuper de la famille; elle n'en a jamais parlé;
339;Family - Red;9; Maman est jalouse de toi ?; oui; non; presque toujours; rarement
340;Family - Red;9; Vous pensez être l'idole de votre mère ?; oui; non; je ne sais pas; très probable
341;Family - Red;9; Maman t'a souvent offert des cadeaux ?; oui; non; rarement;
342;Family - Red;9; Maman t'attendait-elle toujours si tu revenais en retard ?; oui; non; quelquefois; très souvent
343;Family - Red;9; Votre mère reflète-t-elle votre idéal de femme ?; assurément; non; suffisant;
344;Family - Red;9;“La mère est celle qui prend le couteau par la lame.”;je suis d'accord ;je ne suis pas d'accord ;je ne suis d'accord qu'en partie;
345;Family - Red;9;“L'enfant reconnaît sa mère à son sourire.”;je suis d'accord ;je ne suis pas d'accord ;je ne suis d'accord qu'en partie;
346;Family - Red;9;“Dans toute mère de famille, il y a une belle-mère qui sommeille.”;je suis d'accord ;je ne suis pas d'accord ;je ne suis d'accord qu'en partie;
347;Family - Red;9;“Les mères de famille sont les seuls travailleurs qui n’ont jamais de vacances.”;je suis d'accord ;je ne suis pas d'accord ;je ne suis d'accord qu'en partie;
348;Family - Red;9;“Une mère nourrit plus facilement sept enfants que sept enfants une mère.”;je suis d'accord ;je ne suis pas d'accord ;je ne suis d'accord qu'en partie;
349;Family - Red;9;"“La mère d'un homme assassiné dort ; mais non pas la mère d'un assassin.”";je suis d'accord ;je ne suis pas d'accord ;je ne suis d'accord qu'en partie;
350;Family - Red;9;“Les pères de famille, ces grands aventuriers du monde moderne.”;je suis d'accord ;je ne suis pas d'accord ;je ne suis d'accord qu'en partie;
351;Family - Red;9;“Un père n’est jamais expert : quand on est père, c’est pour la vie.”;je suis d'accord ;je ne suis pas d'accord ;je ne suis d'accord qu'en partie;
352;Family - Red;9;“Le père cache les fautes de son fils, le fils cache les fautes de son père.”;je suis d'accord ;je ne suis pas d'accord ;je ne suis d'accord qu'en partie;
353;Family - Red;9;“Il est plus facile pour un père d’avoir un fils que pour un enfant d’avoir un bon père.”;je suis d'accord ;je ne suis pas d'accord ;je ne suis d'accord qu'en partie;
354;Family - Red;9;“Les pères ne savent jamais rien de leurs fils. Ni les fils de leurs pères.”;je suis d'accord ;je ne suis pas d'accord ;je ne suis d'accord qu'en partie;
355;Family - Red;9;“La famille est le noyau de la civilisation.”;je suis d'accord ;je ne suis pas d'accord ;je ne suis d'accord qu'en partie;
356;Family - Red;9;“Les pires histoires sont des histoires de famille.”;je suis d'accord ;je ne suis pas d'accord ;je ne suis d'accord qu'en partie;
357;Family - Blue;7;“Il faut laver son linge sale en famille.”;je suis d'accord ;je ne suis pas d'accord ;je ne suis d'accord qu'en partie;
358;Family - Blue;7;“La famille, c'est essentiel pour moi.”;je suis d'accord ;je ne suis pas d'accord ;je ne suis d'accord qu'en partie;
359;Family - Blue;7;“Le logis, c'est le temple de la famille.”;je suis d'accord ;je ne suis pas d'accord ;je ne suis d'accord qu'en partie;
360;Family - Blue;7;“La famille est le vrai roman de l’individu.”;je suis d'accord ;je ne suis pas d'accord ;je ne suis d'accord qu'en partie;
361;Family - Blue;7;“La famille est plus importante que les individus qui la constituent.”;je suis d'accord ;je ne suis pas d'accord ;je ne suis d'accord qu'en partie;
362;Family - Blue;7;“La famille, c’est une grande table, et tout le monde autour.”;je suis d'accord ;je ne suis pas d'accord ;je ne suis d'accord qu'en partie;
363;Family - Blue;7;“Le mensonge et le silence arrangent bien des drames de famille.”;je suis d'accord ;je ne suis pas d'accord ;je ne suis d'accord qu'en partie;
364;Family - Blue;7; Votre père a-t-il joué avec vous quand vous étiez enfant ?; oui; non; rarement; très souvent
365;Family - Blue;7; Sortiez-vous souvent dîner seul avec votre père ?; oui; non; rarement;
366;Family - Blue;7; Avez-vous déjà voyagé juste vous et votre père?; oui; non; rarement; très souvent
367;Family - Blue;7; Quand tu as eu une mauvaise note à l'école, est-ce que ton père t'a crié dessus ?; toujours; jamais; rarement; très souvent
368;Family - Blue;7; Vous souvenez-vous que votre père est venu vous chercher ?; oui; non; je ne me souviens pas;
369;Family - Blue;7; Quand il est rentré du travail, papa a-t-il parlé à la famille ?; oui; non; rarement;
370;Family - Blue;7; Y avait-il souvent des amis de père dans votre maison ?; oui; non; rarement; très souvent
371;Family - Blue;7; Votre père vous a-t-il imposé un certain cursus scolaire ?; oui; non; partiellement;
372;Family - Blue;7; Papa t'a souvent interdit de sortir avec des amis ?; oui; non; rarement;
373;Family - Blue;7;As-tu ramené des amis à la maison quand ton père était là ?; oui; non; rarement; très souvent
374;Family - Blue;7;“Mère trop piteuse fait sa famille teigneuse.”;je suis d'accord ;je ne suis pas d'accord ;je ne suis d'accord qu'en partie;
375;Family - Blue;7; Votre père vous a-t-il déjà dit que vous l'aviez laissé tomber ?; oui; non; une fois que; très souvent
376;Sun - Yellow;55; Mangez-vous très vite ?; oui; non; presque toujours; seulement si je suis pressé
377;Sun - Yellow;55; Pouvez-vous tout donner pour une situation d'une importance fondamentale ?; oui; non; presque toujours; rarement
378;Sun - Yellow;55; Vous aimez vous entourer d'amis ?; oui; non; suffisant; pas beaucoup
379;Sun - Yellow;55; Vous préférez le cinéma au théâtre ?; oui; non; J'aime les deux; je ne les fréquente pas
380;Sun - Yellow;55; Préférez-vous vivre à Miami ou à Helsinki ?; Miami; Helsinki; J'aimerais vivre dans les deux villes;
381;Sun - Yellow;55; Parlez-vous lentement ?; toujours; jamais; rarement; presque toujours
382;Sun - Yellow;55; Arrivez-vous généralement à l'heure pour un rendez-vous ?; toujours; jamais; rarement; presque toujours
383;Sun - Yellow;55; Vous préférez manger de la viande ou du poisson ?; Viande; poisson; j'adore les légumes; j'adore les fruits
384;Sun - Yellow;55; Lorsque l'alarme sonne le matin, vous levez-vous immédiatement ?; oui; non; rarement; presque toujours
385;Sun - Yellow;55; Avez-vous tendance à perdre le contrôle lorsque vous vous mettez en colère ?; oui; non; rarement; presque toujours
386;Sun - Yellow;55;Vous arrêtez-vous pour réfléchir pendant la journée ?; oui; non; rarement; très souvent
387;Sun - Yellow;55; Respectez-vous les limitations de vitesse ?; oui; non; rarement; presque toujours
388;Sun - Yellow;55; Vous aimez passer votre temps libre avec des amis ?; oui; non; pas beaucoup; vraiment vraiment beaucoup
389;Sun - Yellow;55; Achetez-vous des vêtements chers?; oui; non; très souvent; rarement
390;Sun - Yellow;55; Aimez-vous vous habiller décontracté ou élégant?; décontractée; élégant; j'ai mon propre style;
391;Sun - Yellow;55; Vous sentez-vous observé lorsque vous entrez dans un club ?; oui; non; rarement; presque toujours
392;Sun - Yellow;55; Lorsque vous êtes en compagnie, préférez-vous conduire ?; oui; non; rarement; presque toujours
393;Sun - Yellow;55; Après une mauvaise journée, pouvez-vous tourner la page ?; oui; non; à peine;
394;Sun - Green;53; Préférez-vous une marguerite ou une rose ?; Marguerite; Rose; je n'aime pas les fleurs;
395;Sun - Green;53; Êtes-vous une personne sincère ?; oui; non; rarement; presque toujours
396;Sun - Green;53; Avez-vous peur des nouveautés ?; oui; non; quelquefois; presque toujours
397;Sun - Green;53; Préférez-vous tout avoir rapidement ou un peu à la fois ?; tout rapidement; Un peu à la fois; Ça dépend de la situation;
398;Sun - Green;53; Préférez-vous porter des baskets ou des chaussures élégantes ?; baskets; chaussures élégantes; Ça dépend de la situation;
399;Sun - Green;53; Rendez-vous visite à des amis sans les prévenir de votre arrivée ?; oui; non; rarement; presque toujours
400;Sun - Green;53; Aimez-vous raconter des blagues sales?; oui; non; rarement;
401;Sun - Green;53;Vous aimez offrir des cadeaux inattendus ?; oui; non; Je n'aime pas offrir de cadeaux;
402;Sun - Green;53; Quand vous êtes de mauvaise humeur, est-ce que les autres le remarquent ?; oui; non; rarement; presque toujours
403;Sun - Green;53; Vous entendez-vous avec vos voisins ?; oui; non; ça dépend du comportement des voisins;
404;Sun - Green;53; Prêtez-vous volontiers vos affaires si quelqu'un vous les demande ?; oui; non; Je les prête mais je suis très jaloux de mes affaires;
405;Sun - Green;53; Préférez-vous parler ou écouter ?; parler; Ecoutez; J'aime les deux situations;
406;Sun - Green;53; Vous avez besoin d'être rassuré ?; oui; non; quelquefois; presque toujours
407;Sun - Green;53;" Utilisez-vous souvent le mot ""merci"" ?"; oui; non; rarement; très souvent
408;Sun - Green;53; Pensez-vous que les gens vous respectent ?; oui; non; Je n'avais jamais pensé à ça;
409;Sun - Green;53; Écoutez-vous volontiers une personne qui se confie à vous sur son problème ?; oui; non; rarement;
410;Sun - Green;53; Invitez-vous souvent des gens chez vous ?; oui; non; rarement; très souvent
411;Sun - Green;53; Si une personne exprime une opinion contraire à la vôtre, devenez-vous nerveux ?; oui; non; ça dépend comment il/elle l'exprime;
412;Sun - Blue;52; Acceptez-vous les blagues ?; oui; non; Ça dépend de la situation;
413;Sun - Blue;52; Vous devez sortir avec quelqu'un mais votre film préféré est sur le point de commencer, que faites-vous ?;je sors quand même; je resterai à la maison; J'invente une excuse pour ne pas sortir;
414;Sun - Blue;52; Vous devez accompagner quelqu'un à un rendez-vous médical mais vous avez un engagement, que faites-vous ?; je l'accompagne; J'invente une excuse; Je l'appelle et lui dis la vérité;
415;Sun - Blue;52; Avant de prendre une décision, que faites-vous ?; j'y pense beaucoup; Je consulte des amis ou des parents; Je ne décide jamais rien;
416;Sun - Blue;52; Comment choisis-tu tes amis ?; J'ai toujours les mêmes amis; Je change très souvent d'amis; je préfère être seul;
417;Sun - Blue;52; Décidez-vous indépendamment comment et où passer vos vacances ?; oui; non; rarement; presque toujours
418;Sun - Blue;52; Visitez-vous souvent les maisons des autres?; oui; non; rarement; presque toujours
419;Sun - Blue;52; Partagez-vous des passe-temps avec quelqu'un d'autre?; oui; non; J'aimerais bien;
420;Sun - Blue;52; Quel est le moment de la journée où vous vous détendez le plus ?; Matin; soirée; nuit;
421;Sun - Blue;52; Que recherchez-vous lorsque vous regardez un film ?; amusement; émotions; insouciant;
422;Sun - Blue;52; Vous aimez vous habiller :; élégant; décontractée; sportif;avec mon propre style raffiné
423;Sun - Blue;52; Quand tu es à une fête, comment te sens-tu ?; observé; seul; heureux;
424;Sun - Blue;52; Quel véhicule utiliseriez-vous pour faire un voyage à la mer?; jet ski; vedette; pédalo;
425;Sun - Blue;52; Aimeriez-vous être différent de qui vous êtes ?; oui; non; quelquefois; presque toujours
426;Sun - Blue;52; Vous considérez-vous comme un gagnant ?; oui; non; rarement; presque toujours
427;Sun - Blue;52; Vous sentez-vous inférieur aux autres ?; oui; non; rarement; presque toujours
428;Sun - Blue;52; Pouvez-vous faire des discours publics?; oui; non; je n'ai jamais essayé;
429;Sun - Blue;52; Souhaitez-vous améliorer votre personnage ?; oui; non; parfois j'aimerais;
430;Sun - Red;54; Changeriez-vous quelque chose à votre personnage ?; oui; non; petites choses; presque tout
431;Sun - Red;54; Avez-vous confiance en vous ?; oui; non; rarement; presque toujours
432;Sun - Red;54; Pensez-vous que vous êtes mignon?; oui; non; suffisant; J'espère
433;Sun - Red;54; Vous sentez-vous indispensable à quelqu'un ?; oui; non; quelquefois;
434;Sun - Red;54; Vous vous préférez sur la photo ou dans le miroir ?; photo; miroir; Je ne m'aime presque jamais; Je m'aime toujours
435;Sun - Red;54; Vous sentez-vous souvent coupable de quelque chose ?; oui; non; rarement;
436;Sun - Red;54; Quand ils vous complimentent, pensez-vous qu'ils sont mérités ?; oui; non; rarement; presque toujours
437;Sun - Red;54;Êtes-vous gêné lorsque vous rencontrez quelqu'un de nouveau?; oui; non; suffisant;
438;Sun - Red;54; Vous considérez-vous supérieur aux personnes qui vous entourent ?; oui; non; quelquefois;
439;Sun - Red;54; Avez-vous obtenu ce que vous espériez dans la vie ?; oui; non; seulement partiellement;
440;Sun - Red;54; Pensez-vous que vous avez reçu une bonne éducation?; oui; non; suffisant;
441;Sun - Red;54; Pensez-vous que les autres profitent de vous ?; oui; non; quelquefois; presque toujours
442;Sun - Red;54; Avez-vous tendance à vous sous-estimer ?; oui; non; quelquefois; presque toujours
443;Sun - Red;54; Pensez-vous que vous n'avez pas de chance?; oui; non; quelquefois; presque toujours
444;Sun - Red;54; Pensez-vous que vos origines ont influencé votre vie ?; sans aucun doute; non; certainement en partie;
445;Sun - Red;54; Pensez-vous que votre passé a affecté votre présent ?; sans aucun doute; non; certainement en partie;
446;Sun - Red;54; Vous sentez-vous belle ?; oui; non; quelquefois;
447;Sun - Red;54; Vous aimez aller au stade ?; quelquefois; jamais été; c'est quelque chose qui ne m'intéresse pas;
448;Moon - Light Blue;32; Vous aimez dîner seul au restaurant ?; oui; non; quelquefois;
449;Moon - Light Blue;32; Êtes-vous mal à l'aise lorsque vous êtes dans un ascenseur avec un inconnu ?; oui; non; ça dépend à qui j'ai affaire;
450;Moon - Light Blue;32; Vous souhaitez exercer le métier de commercial ?; oui; non; Je l'ai fait dans le passé mais je n'ai pas aimé;
451;Moon - Light Blue;32;Quel livre choisiriez-vous : L'Odyssée ou Le Portrait de Dorian Gray ?; L'Odyssée; La photo de Dorian Gray; je n'aime pas lire;
